"HolderAddress","Balance","PendingBalanceUpdate"
"0x7527d54377bc9cf90a30a330e3e9e2a291c07003","5892","No"
"0x1d79182070d7b9bbb27f273713d3bbf21fc69b57","403","No"
"0x766445e101a5952a7313aef94ff79444302b2126","1E-18","No"
"0x11e2f7ae907e29d57a2011d59d6778e2d6151a2b","514","No"
"0x33f0f18dcce9cefd060b8a3c908ef958931fc9c5","3765","No"
"0xf18d3a8c9aa93f306a455e27658bf52d557bcd81","2123","No"
"0x587e229ad2fa5d2cc55b68729e1bc64cfd2ff0ee","34315","No"
"0x12e4cc3cf0cfea26ae975abe8d1f2ea346d2440c","733","No"
"0x2533ef6968c8f6782779ba2379254a741f4a19d5","5253","No"
"0x85bd3030057899182d7aec30f7b4abe56cf6c95e","1042","No"
"0x71a25d8a87e18917c3282630f024edb71942f21f","30","No"
"0xbe030bf4b261cda3b7f539ae51e0ac7969128ed8","1275","No"
"0x4d4c19f4b92a1c50870bca71275b8f89c12defa9","1310","No"
"0x45793f6796ea56d00b2ebb3e6eb7ad1e4302bc12","4890","No"
"0xd193e9276aec4b5893dc4dd53e18c9702cdbe6c2","112.307465083789","No"
"0x8015766c990dceaabe27953e7cfdc5424402b7fa","3048","No"
"0x6059749faffbe8bd5591fc93ff0147e574f00101","6125","No"
"0x1f599de14ce9ef256d6461141a7192a6fa7792b0","521","No"
"0x0bea098b200dc6f418fe8ddb362c7fa2da5f90c6","0.0824479598239094","No"
"0xfba1374d8c3c813d5da2556cdfed99614b7107c4","5061","No"
"0x6eaf5713ebe92ffde5653888b59037d37fcb9cbe","3196","No"
"0xadc965708ea7fb47e247f583b0a33d9a138ae1bf","1398","No"
"0x5feb9f59763d7af938b6d42400abdf67f444ea9b","3621","No"
"0x2d48e46f5e492ce32b812643131cfefc85879afd","5045","No"
"0xdc7d09038c537e68fb747ce192e6efae82b0b673","10","No"
"0x3a7aa89ab1522a7d7dedeec1c7096406544b3fcb","358","No"
"0xd4a7493fafb4f48e3dd176d50f6dcc0a4deebd85","631","No"
"0x5e050c8ae457012f1e7c786f387b83c1de72ad3b","5046","No"
"0x9c2f15f6b3cc2f0894fc45436ccbb65991e6d4b8","58","No"
"0x140be3da1f10cf6f736251e53ce47d1dc50f3f2d","0.720384132924833","No"
"0xf5dab9cea7baf6036db5c25c64512640931147be","624","No"
"0x064915a4dd54fabca5613be602d8b904cac25610","0.726504605057966","No"
"0xefb752684ac27aae5dbc7574d5c5f95477c36def","0.00852523036535102","No"
"0xae62ffb6fefdcdbc60c93bbf30115f442c70eefd","10","No"
"0xd40be7254fca726171111e4a8db7a563c35a28dd","1406","No"
"0x2683b1f16d11611693a70c6eec72c2d4f919f900","13","No"
"0x2111811113f05390d86424f98031da8eba140a73","24712","No"
"0x8dcb5940236f10f88364e16e67f512275706e4a4","4.3536584687612E-05","No"
"0x838240d027ccef407ddd66ebd335c7d8e83ee61b","3E-05","No"
"0x6dc0a71764210cbef863d6599d08f25f98858b3f","1776","No"
"0xd6cea8438623aa434b4e629c1e186c19f0c3e2e4","20","No"
"0x603ffb9f797ab3f2b0940bd6ae8211dacaf0012a","5836","No"
"0xa01ce25d5f66c19ea69ab3134963c093861a000a","100","No"
"0xcfeb54351c714b333570419172f8a5b1a7f1a19a","53910","No"
"0x0d91caed1cb2fd3f787572c414f4fd9433607991","14287","No"
"0xd495cad0d987463dcf379653c92625f39918aa64","0.0284496703401043","No"
"0x0cca1d445b50d07137410bba3f8fccf7df615254","4732","No"
"0xe941844bed8cb32195d4b40c12536a6ed0aa9c5d","6528","No"
"0x42a239f152d7081343e93662e15fef452b86003a","2139","No"
"0xcf66d8ce3847b28294476dc906a8e3850765b376","729","No"
"0x84f28e70a2fee13683d92d354edc90f5a18fcd82","3493","No"
"0x205b978e8ad9ce7a2b23ec138cedf482f3629ae6","114","No"
"0xaee1bc6450d426ab0c512469a6b1f4278fdafedf","20","No"
"0xdc1612315a8df9b0dffe825bcee370d6180cd0b6","138.936841038732","No"
"0x27c97f162f1424282dfc448a39c911bb752bc8d7","0.00988943816610123","No"
"0xa2d552b23440459d3437d6015679dddc553e106b","1265","No"
"0x03cdb8654c01f263a721d79f513bfb7bd58aa53d","5404","No"
"0x39d9dd729972e3f81a8388bcce331f444c2f8fcc","1","No"
"0x53aa6c3978ea8cc16c69d56ade22dc577052b13e","1330","No"
"0x98d4a0794b3d7ceec570fd49e322da32894cb9c1","4675.45997543","No"
"0x50fd356b411b76354767df2404f5868c521902c9","1310","No"
"0x8df7d5e77ed5427357bf63cadbfd1acd336296f3","13","No"
"0x58c84dcb21db3445c0a37920d9795db4436ca2b8","761","No"
"0x89bc260599e077f2247980efc17ec4c46ac7917a","0.5","No"
"0xb783b782669304031124dd168b1434956b51d5d8","1056","No"
"0xa9fe0acefdd9d8a0f2a4a4cb54e8ba88385a6883","1351","No"
"0xb683045eeb7cbb4172b9ffd4abe90bb97ad9460e","30.9240542174109","No"
"0x1fa3dd9fa34ea8047c05eb6cc770ba1332818040","11687","No"
"0x8a8742c1a7f9806119f2c801cbd2ac6036a40d69","16193","No"
"0x94e8ff8cc2347912072d000d2c3ad56385ae7616","23119.85","No"
"0xac8046eaedacdd2ce6df84370138bbba27c724e7","5823","No"
"0x5c199bb815d4cbff3bfe72f3953a98b9fc5ef303","2661","No"
"0x9182d6431f74d9c63c21b3fa7197f044579d37f0","4293","No"
"0xf568ab060acd91fe4861e52136deb08ca1f26574","92","No"
"0xb52513cf25212147d92a9c4cd5a339faab60ada0","43","No"
"0x88e646ff78c76f7245017b97fa8b9941d4f11e03","7.640612684E-09","No"
"0x353744437187314b1c1e9f028b29d68c6b62c8dd","438","No"
"0x0e50951d687a830ac07fecd4ea1311bf428d0674","50","No"
"0xec198a9f30b3bfae0f928054a2258a4e258a8534","583","No"
"0x7e945413661684e595e6c4185079de8d4da06174","5692","No"
"0x20288462afc7ab4dc640526731f508105feb9b6c","0.0120071740796528","No"
"0x8fe59a59ab124b51af71c4a52b8abd443f1ddc00","5253","No"
"0xaaa8a090e78724c8e3f3de407205fff160017568","576","No"
"0xa2f10f7b8e3f82e2025b3fac0ecf813e4df6123f","1.2700636756546E-05","No"
"0x6f6330bd290727c9323aaf8148b6cff78697a008","0.17650457527397","No"
"0x8e9196e2ca9748bda9b7aabd766911a04ca2f9c6","1","No"
"0xe24970696cf41bd85097eb6f2f88fd79b583ee20","816","No"
"0xa451ddc9d0fb8a6b9109d08c416342bec9949951","1947","No"
"0x0713b07139e14850110dc5cf0cdd84f96546671e","0.0207119695290882","No"
"0xd5321f74772a5320a3912b26a34f50fcde4409d5","0.000663102228370014","No"
"0x0345826504af0482f80cfeeee6ccb1189207b1bd","73.9997764940512","No"
"0x4be9ac80ef61dcb1517121d6cfd4b5b78ef68e1c","555","No"
"0xa8249bd4f1b5156dba1b1ddeaad13585b49f85e1","57","No"
"0x274e50644965d5834fda19b23f6a8e24c2ed69a5","0.000429466442656512","No"
"0x6692bf5941d6d9c48b92843133135d8ce1111666","50.1090083550256","No"
"0xe299d3f7cb203b3cb7ee33a814dd1aae1987a157","10000","No"
"0xa2da490a5752fe6c1f02b4124c009c9fc83d0172","1680","No"
"0xf067a6b8738413f1a64571ae8b1ae27b5ac52874","2832","No"
"0x5da23064217ecc6d0688c64f8103f677ebd892f7","4561","No"
"0x5c15a0352a92576852019e7030fe14e454a9e3b5","0.639033198735605","No"
"0x3b3e09a7e552f6fe82b95a36b2ec601b02015e52","1124","No"
"0xb1472de41ac1063a06aef0b16e95a3b99c1cb87b","0.944148372902087","No"
"0x24435205eaf97df22b6f2a2463ba039497596ba4","591.297942043727","No"
"0xfe604840545758115f7645b08c4889ed23939d36","100","No"
"0x412b9a906b489ce6d5a72211b34bcd5aa1d99cb6","5.76447288225566","No"
"0x7a013b7a1347162ac689489b6ec21ca3a94087be","292.932842449169","No"
"0x6ce4ee8a0993780ddf785e7e476c69a6a9c1cb6e","100","No"
"0x1505fa50485b5fefb4057d72fce1b54c348e896c","89000","No"
"0x99bb4587e39709dddb1b3d5738af8743b196b2c6","776","No"
"0x453caafaa5f852cd432b6ab65af09050a26e4a92","10","No"
"0x64bb4af389115b42d97d88e32f96b372e60d8fc3","0.154373385688433","No"
"0x4824c055c0c960fc79071f37b245a6cabafa749b","346","No"
"0xd8a403f9049f1741e2f516255149361e4c6501fd","600","No"
"0xf7e917702b1c15532bc3def14c72b13263080b83","684","No"
"0x04185cc65b98c5e6969c7bfd109eb0ab9d917896","5096","No"
"0xd6f9d5fb543a736fdee2eea89c23ef38bb6cf531","57.4163160711944","No"
"0x63e500f857fdd1ec647a9cbe39c65417aa899ca1","342","No"
"0x7523abc51330a0bdfb94da575fefc3ae85f27f65","775","No"
"0xea3dc47715717654d9ee002e4dc40a8bddb0a114","3045","No"
"0x1cf0e7875e180304bc125e7b726843ef242a8ca0","58917","No"
"0x9062e4ae2d123cfa15dd2107fb7b94fdc5fb3516","1104","No"
"0xa0f6425fc5c192cf6c745ec6f955dabc3d982606","829","No"
"0xbd99e84148d84caa20055a881c3c464a662497d7","1419","No"
"0x6ffea2c78f03c6a7daba6420d6171741deaca89c","112.187650848854","No"
"0x4ef9a108cb9df3995a57ed0a58d48d19c194491f","2990","No"
"0xb2675adc527f72167a1334405603de546370e03d","10","No"
"0x65d8dbd51d95395a743efbdc214518d3e45685b7","34.1951420941462","No"
"0x0264ba8768ddb7096fb4ca628353758190cacecc","117","No"
"0xc237960530b4d4ee9bfe3721df1b0f51140d00ea","0.625576890419411","No"
"0xe8cb2efa6ef613df98f86b2fe46a72da6be7e712","617","No"
"0xc345f0e17a414cb9782bacdc190cf85f48b73c87","1358","No"
"0x194bf64d1daa605029fdc230ea07a62686757b02","5555","No"
"0x9807a601a90db8ef65ce528fba8666b6d5c52407","2218.58","No"
"0xe25793b386397da6096e6c079e4c8fff5451eb89","1480","No"
"0xcbb64ef0f8b05f43f582f5131d4b2f0d8acae91c","23766","No"
"0x5620556dfb7b7987a21b1cf894ed8dc8b990c42d","4561","No"
"0x77f319777a8eaed66da17d871dfe252d36087263","35121","No"
"0xdd78a3a75fdd8ff0fabcd9f4fea92c61d1edc0b8","8347","No"
"0xc9f8451328c808ac8f40944a9c0aef0be7c6987e","1","No"
"0x5acf8c9c2a26327bfdc18b51bdc5c93940845c99","2037","No"
"0x7748d8362c990862a04d212cf81bb20a5b5d1420","10000","No"
"0x8024e5cc38d7ebd6fd7334e4d23394b45873b63b","2496","No"
"0x9ba3f10d7fb531ec53f48c658ab49646430bb30c","5514","No"
"0x990c18a9572dd9d6ea0c15b43c8b42f6cb731a6b","1742","No"
"0xee9ecdf85ff8ddc43377668bc57e6dd618c06275","127","No"
"0xd5032ec6c0768f48fb3cd201c70956c8c1031eb1","53113","No"
"0x7763d4ce482c35b59aa0fc48ae2eabd00f60b82e","821.007160691776","No"
"0x57033061088b008d7109c69d718e5f174a728316","10","No"
"0x9c5363ff034d45a4a93df1745db43557944c6c1f","3155","No"
"0x7480788e32bbc8fece0e8b5580f709dc3cefe319","100.40877882","No"
"0xf7cbc909f845e249f0fb13a71dd960986b51bbad","0.000688424058463098","No"
"0xdd853a23566b10d13cfa8842aecfc39b4c71033b","1008","No"
"0xedec4161e500d8afce430a08d5001dc2a8ec4129","219.222626021843","No"
"0xbc455c2576caebbc3702dc115e8a4e754fb9588d","1830","No"
"0x4c026d5d6a7fe1b2e2b28b916ef2016f6058f7b4","35.437223721904","No"
"0x5dcb5b224db81a4d7308240a90494bc4a18182cb","0.250057717942991","No"
"0x459f3959b19cfcbb49e2585d529c5afe78958a88","25","No"
"0x23f92cc70a7a05dcd64fd41b1dc63eb80dafe9d4","1657","No"
"0xd4771f95eb755dc182655dbf279780b6c0cd9703","4375","No"
"0xf14411a6e0626a9aec8507b82b8ab997cdcc1e1f","0.0911191432090036","No"
"0xa6217c7795bb023bec75fa5b9ac87668aaf7cc47","1570","No"
"0xe3aead998a0a73363248108e846e95658e84258d","1042","No"
"0xfad71af28ed796195327d754b92a95e3975cd1a4","1083","No"
"0xf1e634083ea8b7f6f2d0464bdf91189c70a51a85","493","No"
"0x232151c5991b8d2d6907442483fbf92f9b0cfecf","1097","No"
"0x8f8f30a32a7373eec48849780e59b3649d02a99a","51551","No"
"0x518f67347c180f9e748e22bc13be7b1bcae72871","3978","No"
"0xc2506ba3c658bbb08115aa5e2e43b6235e74120b","70.8670106170763","No"
"0x0449378942c77e14dfab5668b65008f45406a2c8","200","No"
"0x6a418c90cb189d1ff906d9de4ac749b9ee187259","48684","No"
"0x301219ed705b89716af1b80ca3356172aa867c6e","516.43705682942","No"
"0xf5459c8a8773751adbae425ecd65cbc005370776","39.9325511394725","No"
"0x7ac0ba405b7cb03fbd6cfa7ca7f0ae43419cdd18","0.00220793917820373","No"
"0x9ae9c8aff807865491a9a9c0f383b1215aa9677c","5.82953887002771","No"
"0x6c3bb8ec50601715e920541fcd97f901ad2cb23f","1326","No"
"0x0cc70dc29c9977f73baf2ffe12ed88f6dad8c4c6","23.0798606053435","No"
"0x1e78dd5fbaa26070b41394bf0171c651c9794f3c","8","No"
"0xc8aeeebe227cb449d51031f2c07244ade5d08beb","374.206521845911","No"
"0x345a736d80188161c78634ba6b9e9968ca4bb36b","0.0479955204659609","No"
"0x8e8f795b23c6674ec8bf27a03d540a9bf2ff2c06","2860","No"
"0x13ccf1d09bac91ed7fc51a9e6214ef19e3ffa6e1","404","No"
"0x38bab4d81f6f2a0085d83f5a0bff51a2fdf0d94b","562","No"
"0x9a3c84472d7e023d76218137d7ae0d4fdba81476","103.658211720644","No"
"0x0b3a50240132911769a5ecb5cc60f8a4f23d7357","10","No"
"0x77a94204911a3bf15722af4c67dea305fec78071","1399","No"
"0x433ae2e846f6bdda120b4847591d60be31c2b1a1","1.52192624642439","No"
"0x03ecc520b1d4bbc39cc57da8300a1af5d8be6062","5.86918007E-09","No"
"0x1d2816e26de94e3add96f3cb61c7871f73881541","1","No"
"0xecfbcf1a40b751755e79e96ff9cae7282831a823","3.429068468347E-06","No"
"0x2dd344de08db08e8003789dcd88999f24731b597","13676","No"
"0x044069a50e96065b9efc6693ed13c3683d136632","7.97531562866635","No"
"0xae98bac592bb07c68d314c8b7a721ad0ce5b1dac","2.63697239086308","No"
"0xa8ce71a5544bb84974fd408daf26d84b879cf20a","5.8343914795879E-05","No"
"0xd2e38c3d106aeaa0d39c9bc3c8e0b5261c984098","104","No"
"0xc6a6bea212037f90645722eb0dc706b9edefce3e","3","No"
"0x697abb7a97bd00267b0e9661e2c1a72fdffb2604","1.520900325672E-06","No"
"0x1ba7d11c67a8185712e7c4cd208a046a9dbc0a05","3113","No"
"0x7d39ec6d0816a42cea117002c3a5a97a262f0e3d","70.536084750383","No"
"0xe318f10e353c7efc3e73bf63c7aac92425d99790","1303","No"
"0x752cbd4ec588b35c36329ab77074f2c974cfd9f4","1","No"
"0x905a9b6df01a15ad27b7e4bb62d3249baffd7307","65.0971567969833","No"
"0xf01ac89eaa822f97b8d8f8bdb756c3db8df99145","250.280624141828","No"
"0x68d9c4c8900ffe15edc638b884a4f1caa84f5710","1316","No"
"0x87db6d0f21653b33584cec366ef180fe5fea80f8","18292","No"
"0xcbe698c0b7dcf08aa7788e131acad62f0621697e","4520","No"
"0xb4a29928fca1f3d59cbddc6e47f1c8fe217b9f89","2496","No"
"0x42e885d26dba038faafa08d4585d7650ad6d7adf","500","No"
"0xb848153f1eb63458e4ccebfd92b48834a8eafb87","28","No"
"0x0df566852c7db8d59c20a58c7ef9f446f2f73607","0.999999582554896","No"
"0xa00df4de9df0ff3f8fe21d1af9163a1e57572544","637","No"
"0x67459057e2dc58d2e8676d0ea0af450041ea24c1","131.304798140898","No"
"0x153759b380ae5a746ebf644931d98c64410c0a27","5","No"
"0x79cfb1f80bab6f27871345dc823e9c1229d243e4","18.2304","No"
"0x692e99527046af6ed2ef28828326193bb4c03d42","5850","No"
"0xe2e369a753ac91c06d746ea1a962bc8f6fa136fc","100","No"
"0xdb58f05def2aaa96fafb2a9536df32e07f7eed4d","4","No"
"0x23566f78f583b3898f0939787a1300b929a18eb7","6413","No"
"0xe8b37926ff64a6d0c932e088629a42ffa359a926","210","No"
"0x0187af23ea07f7888b5147076a3d3ea58e96f6be","9.3097","No"
"0x059ad70c2712e21c48f3c3a689d2342b6ffd4ba9","13038","No"
"0xa5baa878a6e901616b12348d8ff2c001e2c933b5","10","No"
"0xf272d5c4bc828131a84947e05a6f810da935c30e","1220","No"
"0x24d9b3af6d18974f33de2f82991ff3356d4422de","1296","No"
"0xdca5100cbc80265c9c9d4cc8f695241ac2c26ca0","22.5151399589435","No"
"0x5f6edfc20e652ca1d886b6a64da1e0083a1ca5d9","198.713566559662","No"
"0xb92ebe9936bd4a58059c37712546aec9ff7947d1","10542","No"
"0xb3e7fa221f7ae918ec90857f35abb9c78b0a71aa","2063","No"
"0xb74d4576fe6897149c0e9f641a56b0514e904ecc","0.089566996391229","No"
"0xc186c4b3da72ad7dafc8dae016f66ef895ffb3ba","5631","No"
"0xd085d38bf5738ecf1d866754e97538103cf31ee3","101","No"
"0x2bc3b875c8d83fdd2a2b65c8074154a1c8c34ba5","486","No"
"0x26b70de57b11b48c5e54f28de20860385286b5cd","200","No"
"0xe58796cfa0afecd47f111765b6ce70b5fa71a913","0.5875","No"
"0x68625b8e947486e643b9aae636afe8b850d88bea","191.298227213314","No"
"0x49c000c28065e2fbe87b2a735b6a9a7f7d3db640","67","No"
"0x979ebc597712bab1beb8821d7d872463ffc59619","10","No"
"0xc0dc4e973cf9607fa1a34b6c25c6a26768d7fe04","26","No"
"0x3476bbd37c4785efdf51bc1be0bcc8fdf0f1e174","1625","No"
"0xdecb64d77c0232d3dfc75e324acdb4d42c8230b9","8.992925078711E-06","No"
"0x436d21b69058d3c43f3e15893bdc6d14f0769827","1042","No"
"0x57f386f1e034e85126e70519fa832e139ee80e2b","273.027700506613","No"
"0x31fadd7f7841f05a7a0ef7986bfe564e7b11c432","197","No"
"0xadbeb3120623c92a6e6043762fbee3661826cb77","31.0354148927128","No"
"0xde48caa7365d8fd3b7133fc99388f8ec97747863","53.4032504814634","No"
"0x8b8d70fd051cf39b801dede3232f592e9f11949d","0.00035240714241546","No"
"0x696394fb121a04c03ca21e1b4ea02bd14e36fc1b","37.2719684152234","No"
"0xf78d89a7734cbd3647095516ae0b83547b3df544","29109","No"
"0xe44279c0245bdf5bfca3fcb81c6a27221606bf55","71","No"
"0x4d0c94a1853a52e14d6430de9e89e90ab39a3432","90","No"
"0xb7c1c9ecc60662597ce6b8606d64d05b0a310b40","4250","No"
"0x1b1188288f713fc0a160d15d46d69c81eb51b30a","100","No"
"0xbe3ec19cf2d09fb3489a07e8698450efdae22987","6","No"
"0xd15dcc6440991ad2bab752651067e57b5ac8d7c6","0.00175753057609176","No"
"0x5c4443705e21542b72b7482d48628a40bd42c244","0.155631676414179","No"
"0x913ecc358210bb8e1dc0f5f66c046bb1c6a9e860","1","No"
"0xb555cb6d09ce05f5507e8375e2ea83617737f940","0.00279470237848065","No"
"0x36a169cf16fc2680ff64a3949d1f7f020a102627","4979","No"
"0xbb225d3905f91d0ad56a8f3c447e1881594f6ce0","58.0018","No"
"0xa4cf6a90feab9ef4efb93998fa7da276bdf2f2c6","716","No"
"0x9321b3786aaeb080ce643ba38a85b5d3884aff91","6111","No"
"0x6390ef2a7e5e9764bc0add59f06983d09c3287e7","132.193","No"
"0x991117fecb59978a01b998d58b2a9bc898960673","100","No"
"0x6ee2088cd652ad8c89b750956698c7d0663bb50e","216.217309446537","No"
"0xc0b53221a7dbcbce68441c26ea4da73266d6bc20","229.545908270278","No"
"0x2f13c8bddead06821d5eadfe1e0c0641d4391c83","1337","No"
"0x0fcffa5cd982201324668e4bcc8dff0a26541efb","672","No"
"0x10fa603c601aa5c44cd768d7ec980cb007f83fd0","3707","No"
"0x962a0ec511f00df29590ce0a121ce7fe9fcfc19b","644","No"
"0xf8f7008ec80fed2ea9a7c12a1db1b58a0e6029e3","70.0971","No"
"0xfe794dd11f862bcc3154c346dfb18b39328889e1","60","No"
"0xd77236452cffe405b997e633a07d33a85386ce69","44.6241594102506","No"
"0xf0d56da1c90dcb92a1d0b83310a5747a4e87e39e","65.7870112227545","No"
"0x2a3593651dcd415c3ba73a39d341385f0bb397cc","1419","No"
"0xd1910c6fa5dd8075f824f4b0058465d967cfee55","5","No"
"0xb2f043d69d444e13ce18b97af0fb9bb5b5ed04db","3012","No"
"0xa251e58544c8fac569e52f3bae38b83471bdc154","672","No"
"0xde4b2a8d8505d49fb4fe915093b5a3dbe767681e","2387","No"
"0x791b56b4c8eb70a3d534fc42bb092794fed44ff8","110","No"
"0x51d67e0b58b873c4c3aafcedf0eab50ad62e56d6","83.678057156524","No"
"0x9f843dc9db9a4edd8dbe3621d26bcab4cc25062d","802","No"
"0x3f0eae7c0d509552a526c47a7d39526feaae9034","6.9455115866328E-05","No"
"0x879d0c04dcd7723f0f226ec5a6ee6ece7380a6f3","80.4507935162414","No"
"0xa67e71fd17a72b6a45849208241927c57ffa96df","20","No"
"0xc1258794eeb0116f0b7d3103fe742fccb14ad547","100","No"
"0xf1d8d0879fb8c43e3f853fa7ef14856d188ae996","1864","No"
"0x0ead35bfe0d25dde99c04b4da66e1a09e78a5b83","58.1531420032484","No"
"0xfc2a6b896f248f3f2cecb2e668275f0a65a405ec","117.825126471136","No"
"0xdbb7e0f62d218463d6b79bfb03fa78fb5e098d34","672","No"
"0xe1234a4ca017704f721da2ed7decafd0e698589f","4.5239198135599E-05","No"
"0xab86389131da1978fb625c2dd80e8b23fbd7e5d9","10391","No"
"0x965716bacd24747fc25fd92f1bb5bd808f4a0707","77","No"
"0x82ce09822b01ee8ed4bac33b49a22e36abce2bd9","3525","No"
"0x1e1be77f9bad463489c2e28df34f53038f9233fb","49.2473299854607","No"
"0x02ed81cc6fadf429caf2697b6b651622573f65f2","132.56883241696","No"
"0xfe0348b7aef68f0aff834ae6aefa92f100c400ab","100","No"
"0x494a54fcd11627d496545b061c4f836af3fa9aa7","2887","No"
"0xc4f439a8a466aa1baa7ca4148404f8541ef6ef1f","150","No"
"0xfb80ea0b4e9f5bd75bcca78d57b040274703e401","0.730880507822512","No"
"0xe554a3c56f841c415666f2fd2d7441ca958bfc3c","26.1","No"
"0xe5f9b67e1fb970feecbf503f252478950a48ec97","20.5001116789454","No"
"0x496f72f9329cd1bdfcb7593511b88f3c68f14181","84.1677722530703","No"
"0x3c783b2066bb6d5adc048b49ca5891f517a8bca8","0.797415792899857","No"
"0x8d5578b0ab56e9398e863fd97d3567885c2a6871","5739","No"
"0x5c30cec5842477f3b1d4765ec08ea53d91990798","200","No"
"0x365aeb4e9f338528ab5e39d8450bd6e003d6066f","111.490033048364","No"
"0x2713987418c26e5b191db3b5ecca4cedbc3833de","4622","No"
"0x3be02f958543bdd2401497fae48cf584d71821ec","1.52348030303831","No"
